part,manufacturer,file,sha256,source_url,fetched,status,notes
1N5817,Diodes Incorporated,discrete-and-power/1N5817.pdf,49d34cbc11962b50bf77bc55afb427adbda1870e92397980712d28c087dd3241,https://raw.githubusercontent.com/IgrikXD/Easy-SDR/master/Antenna%20Mini-Whip/TH/Datasheets/Diodes/1N5817-1N5819-Diode-Datasheet.pdf,2026-09-21,OK,"DS23001 Rev.8, 1N5817-1N5819, DO-41. VRRM 20V; IO 1.0A @ TL=90C; VFM max 0.450V @1.0A and 0.750V @3.0A; IFSM 25A; RthJL 15 C/W, RthJA 50 C/W. Fig.1 forward-current derating (digitised): flat at IO=1.0A up to LEAD temperature 90C, then linear to 0A at 125C (-28.6mA/C) - note the axis is LEAD temperature 9.5mm from the case, not ambient; Fig.2 typical forward characteristics (Tj=25C, pulsed 2% duty). Vf read off Fig.2: ~0.24V @245mA, ~0.36V @612mA. Curve digitised from the PDF vector path; see research report."
1N5822,"unbranded (SIYU marking, DO-27 axial)",discrete-and-power/1N5822.pdf,8a4038a25937ed474c42ddbe81aca120669cc3c1f6f52da31fd65fd2ef225f0c,https://raw.githubusercontent.com/SRA-VJTI/sra-board-hardware-design/master/datasheets/1N5822_3A_diode.pdf,2026-09-21,OK,"1N5820/21/22 3A Schottky, DO-27. 1N5822: VRRM 40V, IFM 3.0A, VF 0.475/0.525V @3.0A, IFSM 80A. LOW-CONFIDENCE SOURCE: 2-page bilingual generic datasheet with no named manufacturer; use for ratings sanity only, re-source from onsemi/Vishay before committing."
SS14,Vishay General Semiconductor,discrete-and-power/SS14.pdf,617ade82cb182181954a56ba25bea52f311a5bc3e7c4dc7551afeaa602cb7203,https://raw.githubusercontent.com/IgrikXD/Easy-SDR/master/Antenna%20Mini-Whip/SMD/Datasheets/Diodes/SS12-SS16-Diode-Datasheet.pdf,2026-09-21,OK,"Doc 88746 Rev 21-Jul-17. SS12-SS16 surface-mount Schottky, SMA (DO-214AC), 1.0A. Covers SS14 (40V)."
SS34,Vishay General Semiconductor,discrete-and-power/SS34.pdf,6042805475958630851bf8f949f4c0c3d9aa672c8c0a321645b7626177660288,https://raw.githubusercontent.com/coolvnod/palm-scan/main/docs/datasheets/SS34.pdf,2026-09-21,OK,"Doc 88751 Rev 23-Apr-2020. SS32-SS36 surface-mount Schottky, SMA (DO-214AC), 3.0A. Covers SS34 (40V). Includes forward-voltage, derating and surge curves."
1N4148,Philips / NXP Semiconductors,discrete-and-power/1N4148.pdf,cc5a33f31a2690a270cc8961b33a9d412dac473e2cfe77faa16ef79502f56400,https://raw.githubusercontent.com/PySpice-org/PySpice/master/doc/datasheets/1N4148_1N4448.pdf,2026-09-21,OK,"1N4148;1N4448 high-speed diodes, 2004-08-10, M3D176. THROUGH-HOLE SOD27/DO-35 only. The BOM row D-RESP wants SOD-123/SOD-323, i.e. 1N4148W - that variant datasheet was NOT obtained (see its BLOCKED row)."
BAV99,Vishay Semiconductors,discrete-and-power/BAV99.pdf,8667d7ad42d01a514b49242bb16d2a628cb1183b67ee30d0839316e29086f9f0,https://raw.githubusercontent.com/IgrikXD/Easy-SDR/master/HF%20Upconverter/SMD/Datasheets/Diodes/BAV99-Diode-Datasheet.pdf,2026-09-21,OK,"Doc 85718 Rev 1.9, 16-May-13. Dual series small-signal switching diode, SOT-23. VRRM 70V, VRM 100V non-repetitive."
SMAJ15A,Bourns,discrete-and-power/SMAJ15A.pdf,39fd714538fc4ff8f6f43bdae9f11b5278a0e80fe32bfec07b2391d7df069195,https://raw.githubusercontent.com/Takazudo/zudo-pd/main/doc/public/datasheets/SMAJ-datasheet.pdf,2026-09-21,OK,"SMAJ series 400W TVS, DO-214AC (SMA). SMAJ15A: VWM 15V, VBR 16.7-18.5V @1mA, VC 24.4V @ IPP 16.4A, IR 1.0uA. Series datasheet - covers the whole SMAJ table including 15A."
R-78E5.0-1.0,RECOM Power,discrete-and-power/R-78E5.0-1.0.pdf,be80e68802d70d388186dd3621941352e4b530169908882647be59c641afd2dc,https://raw.githubusercontent.com/coolvnod/palm-scan/main/docs/datasheets/R-78E-1.0.pdf,2026-09-21,OK,"R-78E-1.0 series, REV 9/2024. ANSWERS ALL FOUR OPEN QUESTIONS. Derating (p3 graph, digitised): 100% load to +60C ambient, then linear to 60% at +85C (-1.6%/C), hard cutoff at 85C. Switching frequency 330kHz for 3.3V and 5V outputs (570kHz for 12V) - the 330kHz assumption is CONFIRMED. Max capacitive load 220uF (nominal Vin, full resistive load). Input range for the 5.0V part is 8-28V, NOT the 7-28V on the features line (that is the 3.3V part). Short circuit protection: continuous, automatic recovery. Also: output accuracy +-3% typ/+-5% max, ripple 120mVp-p (20MHz BW, 100nF MLCC across output), quiescent 1.5mA, no minimum load on the 5V part, 'cannot be used as positive to negative converter', EN55032 external filter table given."
MF-PSMF010X,Bourns,discrete-and-power/MF-PSMF010X-polyfuse.pdf,1e3a3f0728c0b5a4ad43568ed948c92c342d61743aa0a2ec59d4cc8488590117,https://raw.githubusercontent.com/IgrikXD/Easy-SDR/master/Coax%20power%20supply/Fixed%20voltage/SMD/Datasheets/Fuses/MF-PSMF-Fuse-Datasheet.pdf,2026-09-21,OK-SUBSTITUTE,"REPRESENTATIVE 100mA polyfuse, NOT the BOM package. MF-PSMF series is 0805, the F-CHAIN row asks for 1206. MF-PSMF010X: Ihold 0.10A, Itrip 0.30A, Vmax 15V, Imax 40A, R 1.0-7.5 ohm at 23C, max time-to-trip 0.5s at 1.5A, tripped dissipation 0.5W. /24X option raises Vmax to 24V. Page 2 carries the Typical Time to Trip curves for the whole series (the hold/trip curve that was wanted). NOTE FOR THE DESIGN: 1.0-7.5 ohm of series resistance on a 3V3 rail at 100mA is 0.1-0.75V of drop - that is the number to check, not the trip point."
ERA-3A / ERA series,Panasonic,discrete-and-power/ERA-3A-thin-film-0p1pct.pdf,edf6e99f79a7d140926c1b77e9eae86606246f88f8cae4e792bbd9af39b9f7ca,https://gitlab.com/mosimpa/mosimpa-datasheets/-/raw/master/R/ERA-3AEB102V.pdf,2026-09-21,OK-SUBSTITUTE,"REPRESENTATIVE 0.1% thin-film family (Susumu RG and Vishay TNPW were not findable on the reachable hosts). Panasonic ERA 1A/2A/3A/6A/8A metal (thin) film chip resistors, high reliability type, 8-Jun-20. Tolerance codes W +-0.05%, B +-0.1%, C +-0.25%, D +-0.5%. TCR codes R +-10, P +-15, E +-25, H +-50, K +-100 ppm/K. ERA6A = 0805 0.125W, which is the package the BOM rows R-GAIN-INAMP and R-SER-BREATH call for. CAVEAT: this is a discrete-resistor datasheet and gives absolute TCR only - it does NOT specify ratio TRACKING, which is a network spec (that is what the LT5400 row buys)."
SP0504BAHT,Littelfuse,,,https://www.littelfuse.com/products/overvoltage-protection/tvs-diode-arrays/general-purpose/sp050xba/sp0504baht/sp0504baht | https://www.mouser.com/datasheet/2/240/sp050xbax-307154.pdf | https://www.farnell.com/datasheets/47249.pdf | https://www.alldatasheet.com/datasheet-pdf/pdf/122738/LITTELFUSE/SP0504BAHT.html,2026-09-21,BLOCKED,"Every vendor/distributor host returns HTTP 000 connect_rejected at the egress proxy (littelfuse.com, mouser.com, farnell.com, alldatasheet.com, digikey.com, octopart.com); web.archive.org likewise. No copy found on github.com or gitlab.com after GitHub-blob-title searches, GitHub topic browsing and a 430-project GitLab recursive-tree scan. GitHub code search needs a login and the session proxy blocks api.github.com/search. THE POWER RATING IS THEREFORE NOT ESTABLISHED - the reviewer's 0.98W-into-SOT-23-6 figure has no datasheet behind it."
1N4148W,Vishay / Diodes Inc / Nexperia,,,https://www.vishay.com/docs/85748/1n4148w.pdf | https://www.vishay.com/docs/86356/1n4148w.pdf | https://www.diodes.com/datasheet/download/1N4148W.pdf | https://diotec.com/request/datasheet/1n4148w.pdf,2026-09-21,BLOCKED,SOD-123 variant. All manufacturer hosts blocked (HTTP 000 connect_rejected). No GitHub/GitLab copy found. The through-hole 1N4148 datasheet WAS obtained and is banked; only the SOD-123 package/thermal data is missing.
