part,manufacturer,file,sha256,source_url,fetched,status,notes
Gateron KS-33 low-profile switch,Gateron,datasheets/mechanical/GATERON-KS-33-3D.step,af85e4e7b62d0f041b2d541569078ed7005ecdbdd9af27aa13f12e6f1f79b858,https://github.com/EmileBV/SingleKey/raw/main/cad/ref/Gateron%20KS-33.step,2026-09-21,OK,"3D STEP solid, 5 bodies, PRODUCT 'Gateron_KS_33_v3'; parses in OpenCASCADE. THIRD-PARTY FreeCAD model committed as a CAD reference in an open keyboard project, NOT a Gateron drawing. Measured: body through plate 14.000x14.000mm x 2.50mm tall; 15.000x15.000mm x 0.50mm collar above it; 4 side latch arms 14.69-14.99mm across X; housing bottom 2.50mm below collar underside; pins (flat blades, 1.0x0.45mm in the through-hole region) reach 5.10mm below it; centre pole dia 5.04mm reaches 5.70mm below it; stem top 7.05mm above it (MX cross, 4.0x1.1mm). Overall 15.0 x 15.0 x 12.75mm."
Gateron KS-33 low-profile switch,Gateron,datasheets/mechanical/GATERON-KS-33-SW_KS33_1u.kicad_mod,06a9ce55aa5c8d7f3276f4c46c545b8842818a919daf9711f4d35ccca0fe3232,https://raw.githubusercontent.com/ebastler/marbastlib/master/footprints/marbastlib-xp-gateron_lp.pretty/SW_KS33_1u.kicad_mod,2026-09-21,OK,"KiCad footprint, descr 'Footprint for Gateron KS33 switches'. Centre pole np_thru_hole dia 5.25; pin 1 (-4.4,4.7), pin 2 (2.6,5.75), drill 1.2, pad 2.0. Eco2.User layer carries the 14.0x14.0mm plate cutout with R0.5 corners. Independently agrees with the STEP model."
Gateron KS-33 low-profile switch,Gateron,datasheets/mechanical/GATERON-KS-33-SW_KS33_HS_KS-2P02B01-02_HS_1u.kicad_mod,175d4b017a9247dda0fbca9ca2589cdf23f326bdfd42a6d5225937da12b61b94,https://raw.githubusercontent.com/ebastler/marbastlib/master/footprints/marbastlib-xp-gateron_lp.pretty/SW_KS33_HS_KS-2P02B01-02_HS_1u.kicad_mod,2026-09-21,OK,"Hotswap variant of the same footprint (Kailh KS-2P02B01-02 socket), KiCad 9 format."
Gateron KS-33 low-profile switch,Gateron,datasheets/mechanical/GATERON-KS-33-ergogen-footprint.js,7292062fd420cd727d52b13fe0c1a8a5279fc046fb4bedbc926d54d0637e9d3e,https://raw.githubusercontent.com/ceoloide/ergogen-footprints/main/switch_gateron_ks27_ks33.js,2026-09-21,OK,Ergogen/KiCad generator footprint for Gateron KS-27 / KS-33 (they are footprint-compatible). Third independent community source for the same pin and pole geometry.
ESP32-S3-Matrix,Waveshare,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-dimensions.jpg,359e3f50cb84131728a03f3bba91dc77f6a9b786557580860cefd230a774868b,https://github.com/Jmi2020/MatrixFluid/raw/001-build-a-vehicle/ESP32-S3-Matrix-Demo/ESP32-S3-Matrix%20-%20Waveshare%20Wiki_files/750px-ESP32-S3-Matrix_Dim.jpg,2026-09-21,OK,"VENDOR dimension drawing, recovered from a saved copy of the (network-blocked) Waveshare wiki page committed in a third-party repo. Board 25.00 x 25.00 mm, corner R1.0; two 10-pin 2.54mm header rows 22.86mm apart; first pin centre 1.07mm from the edge; 7.70mm from the right header row to the USB-C body. Silkscreen 'ESP32-S3-Matrix' and the pin labels are on the same face as the 8x8 matrix."
ESP32-S3-Matrix,Waveshare,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-function-block.png,ef56472759b747aa7cdc474b6b16c3d685593f3b5ae742bc8840a6aa6acac323,https://github.com/Jmi2020/MatrixFluid/raw/001-build-a-vehicle/ESP32-S3-Matrix-Demo/ESP32-S3-Matrix%20-%20Waveshare%20Wiki_files/ESP32-S3-Matrix_func.png,2026-09-21,OK,"VENDOR front/back function-block drawing, same provenance. FRONT = the 8x8 RGB matrix filling the area between the two header rows. BACK = USB-C, BOOT, RESET, ESP32-S3, QMI8658C IMU, ME6217C33M5G LDO (3.3V, 800mA max), and GND/5V/Dout pads 'for extending RGB matrix'."
ESP32-S3-Matrix,Waveshare,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-pinout.png,518f4364e97bd09f8775ab0351107d3bcc6304bedf2d5c4bf6dba079345cc0d7,https://github.com/Jmi2020/MatrixFluid/raw/001-build-a-vehicle/ESP32-S3-Matrix-Demo/ESP32-S3-Matrix%20-%20Waveshare%20Wiki_files/ESP32-S3-Matrix_OR.png,2026-09-21,OK,"VENDOR pinout drawing, same provenance. Left row top-to-bottom 5V, GND, 3V3(OUT), GP7..GP1; right row GP33..GP40, TX, RX. No EN and no IO0 on the headers. 3V3 is marked OUT, i.e. the board is fed from 5V."
ESP32-S3-Matrix,Waveshare,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-circuitpython-pins.c,6c659fb75839ca562c302bb40b9c03da3baec96d90849e728e3253373f220e12,https://raw.githubusercontent.com/adafruit/circuitpython/main/ports/espressif/boards/waveshare_esp32_s3_matrix/pins.c,2026-09-21,OK,"CircuitPython board definition. Enumerates both header columns in silk order, NEOPIXEL = GPIO14, IMU on GPIO11/12 (SDA/SCL) with INT1 GPIO10, INT2 GPIO13. Matches the vendor pinout exactly."
T-Display-S3-AMOLED,LilyGO,datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-SCHEMATIC.pdf,e44158506e7ca1895abcd79a0896317b9a905f486e3172ed7c09c96043873e2c,https://github.com/Xinyuan-LilyGO/T-Display-S3-AMOLED/raw/main/schematic/T-DISPLAY-S3-AMOLED.pdf,2026-09-21,OK,"VENDOR schematic, 2 pages, 508kB, starts %PDF. Altium generic title block carries no part name in the text layer; identified by its path in the vendor repo and by content: ESP32_S3 + W25Q32 + TP4065 charger + RT9080 LDO + two 'Header 14' + 'Header 4' + TYPE-C-16PIN + LCD_* nets."
T-Display-S3-AMOLED,LilyGO,datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-OUTLINE.dxf,3ec9314f6249580b465aa47e233788ff3c8717982808b69c510b393a8944dbd1,https://github.com/Xinyuan-LilyGO/T-Display-S3-AMOLED/raw/main/DXF_file/T-DISPLAY-S3-AMOLED.dxf,2026-09-21,OK,"VENDOR 2D board drawing, parses with ezdxf, INSUNITS=4 (mm). Board outline 25.495 x 58.782 mm with 1.27mm corner rounds (both figures also carried as explicit DIMENSION entities). Two 14-pin 2.54mm headers, rows at x=1.289 and x=24.149 (22.860mm apart = 9x2.54), centred at y=35.433 and spanning +/-16.51mm. USB-C at the y=0 edge centred x=12.747. MTEXT annotation '2.54mm'. NO mounting holes anywhere on the KeepOutLayer."
